x_m,y_m,w_tr_left_m,w_tr_right_m,w_total_m,left_x_m,left_y_m,right_x_m,right_y_m
5.84230813,19.93651648,1.01283447,1.01283447,2.02566895,5.53000002,18.97303461,6.15461624,20.89999835
5.83617742,19.95000188,0.99856565,0.99856565,1.99713130,5.52854786,19.00000324,6.14380698,20.90000052
5.82567616,19.95000073,0.99847168,0.99847168,1.99694336,5.51835149,19.00000218,6.13300083,20.89999928
5.81907852,19.96207109,1.01106322,1.01106322,2.02212644,5.50815747,19.00000200,6.12999957,20.92414018
5.81275208,19.97500013,1.02455443,1.02455443,2.04910885,5.49796336,19.00000278,6.12754081,20.94999748
5.80224974,19.97500064,1.02446043,1.02446043,2.04892086,5.48776996,19.00000237,6.11672952,20.94999892
5.79174914,19.97500146,1.02436645,1.02436645,2.04873290,5.47757544,19.00000325,6.10592284,20.94999967
5.78125032,19.97500065,1.02427245,1.02427245,2.04854489,5.46738262,19.00000264,6.09511802,20.94999865
5.77075282,19.97500089,1.02417971,1.02417971,2.04835941,5.45718777,19.00000292,6.08431787,20.94999885
5.76025712,19.97500027,1.02408808,1.02408808,2.04817617,5.44699243,19.00000200,6.07352182,20.94999855
5.74976340,19.97500039,1.02399657,1.02399657,2.04799314,5.43679799,19.00000212,6.06272882,20.94999866
5.74097013,19.98029671,1.01834352,1.01834352,2.03668703,5.43000030,19.01059506,6.05193996,20.94999835
5.73557872,19.99621296,1.00154051,1.00154051,2.00308102,5.43000062,19.04242817,6.04115681,20.94999774
5.72629609,19.99999976,0.99747799,0.99747799,1.99495599,5.42221523,19.05000125,6.03037695,20.94999828
5.71580241,19.99999990,0.99739261,0.99739261,1.99478523,5.41200326,19.05000090,6.01960156,20.94999890
5.70530988,20.00000038,0.99730710,0.99730710,1.99461420,5.40179061,19.05000169,6.00882914,20.94999907
5.69481904,20.00000004,0.99722286,0.99722286,1.99444572,5.39157728,19.05000116,5.99806080,20.94999892
5.68433097,20.00000049,0.99713867,0.99713867,1.99427735,5.38136394,19.05000232,5.98729800,20.94999865
5.67999999,20.01932212,0.98818236,0.98818236,1.97636472,5.38000000,19.07777850,5.97999998,20.96086573
5.67842570,20.04733049,0.99417354,0.99417354,1.98834707,5.37685144,19.10000056,5.97999996,20.99466041
5.66877713,20.04999939,0.99689451,0.99689451,1.99378902,5.36661980,19.09999959,5.97093445,20.99999918
